feature,p.value_tx,FDR_tx,logFC_tx,p.value_time,FDR_time,p.value_interaction,FDR_interaction,tx,time,Mean_Ice_15,Mean_Ice_30,Mean_Ice_60,Mean_Ice_90,Mean_RT_15,Mean_RT_30,Mean_RT_60,Mean_RT_90
HILIC_269.210976983838_26.3284197359749,0.2176705203359292,0.9969365741869346,-0.46049422275858265,0.7368181278097459,1,0.0411887613316504,1,RT,90,NA,NA,NA,NA,NA,NA,NA,23.488306521387173
C18_269.21222049458_281.091501484361,0.08855341153443959,0.9728307619644055,0.584669421845075,0.7665094270076785,1,0.14737184701153652,1,Ice,15,22.217799818995363,NA,NA,NA,NA,NA,NA,NA
C18_269.21222049458_281.091501484361,0.08855341153443959,0.9728307619644055,0.584669421845075,0.7665094270076785,1,0.14737184701153652,1,Ice,30,NA,22.43314095853604,NA,NA,NA,NA,NA,NA
C18_269.21222049458_281.091501484361,0.08855341153443959,0.9728307619644055,0.584669421845075,0.7665094270076785,1,0.14737184701153652,1,Ice,60,NA,NA,22.574304753309047,NA,NA,NA,NA,NA
C18_269.21222049458_281.091501484361,0.08855341153443959,0.9728307619644055,0.584669421845075,0.7665094270076785,1,0.14737184701153652,1,Ice,90,NA,NA,NA,22.386087106598918,NA,NA,NA,NA
C18_269.21222049458_281.091501484361,0.08855341153443959,0.9728307619644055,0.584669421845075,0.7665094270076785,1,0.14737184701153652,1,RT,15,NA,NA,NA,NA,22.802469240840438,NA,NA,NA
C18_269.21222049458_281.091501484361,0.08855341153443959,0.9728307619644055,0.584669421845075,0.7665094270076785,1,0.14737184701153652,1,RT,30,NA,NA,NA,NA,NA,21.90206653346482,NA,NA
C18_269.21222049458_281.091501484361,0.08855341153443959,0.9728307619644055,0.584669421845075,0.7665094270076785,1,0.14737184701153652,1,RT,60,NA,NA,NA,NA,NA,NA,22.590404376299432,NA
C18_269.21222049458_281.091501484361,0.08855341153443959,0.9728307619644055,0.584669421845075,0.7665094270076785,1,0.14737184701153652,1,RT,90,NA,NA,NA,NA,NA,NA,NA,22.521401887124888
HILIC_269.247427189435_24.7858245206196,0.5975568286286412,0.9969365741869346,0.2136302066419794,0.7550600237005443,1,0.7935432592264384,1,Ice,15,23.44412634162957,NA,NA,NA,NA,NA,NA,NA
HILIC_269.247427189435_24.7858245206196,0.5975568286286412,0.9969365741869346,0.2136302066419794,0.7550600237005443,1,0.7935432592264384,1,Ice,30,NA,23.775287777841022,NA,NA,NA,NA,NA,NA
HILIC_269.247427189435_24.7858245206196,0.5975568286286412,0.9969365741869346,0.2136302066419794,0.7550600237005443,1,0.7935432592264384,1,Ice,60,NA,NA,23.36018979945295,NA,NA,NA,NA,NA
HILIC_269.247427189435_24.7858245206196,0.5975568286286412,0.9969365741869346,0.2136302066419794,0.7550600237005443,1,0.7935432592264384,1,Ice,90,NA,NA,NA,23.513092006824515,NA,NA,NA,NA
HILIC_269.247427189435_24.7858245206196,0.5975568286286412,0.9969365741869346,0.2136302066419794,0.7550600237005443,1,0.7935432592264384,1,RT,15,NA,NA,NA,NA,23.657756548271553,NA,NA,NA
HILIC_269.247427189435_24.7858245206196,0.5975568286286412,0.9969365741869346,0.2136302066419794,0.7550600237005443,1,0.7935432592264384,1,RT,30,NA,NA,NA,NA,NA,23.49928480352971,NA,NA
HILIC_269.247427189435_24.7858245206196,0.5975568286286412,0.9969365741869346,0.2136302066419794,0.7550600237005443,1,0.7935432592264384,1,RT,60,NA,NA,NA,NA,NA,NA,23.396138077278028,NA
HILIC_269.247427189435_24.7858245206196,0.5975568286286412,0.9969365741869346,0.2136302066419794,0.7550600237005443,1,0.7935432592264384,1,RT,90,NA,NA,NA,NA,NA,NA,NA,23.579745744777018
HILIC_270.063967058329_93.6234662098312,0.7398366959316065,0.9976445116039421,0.5135529000914923,0.43352869604546895,1,0.49114744427665813,1,Ice,15,17.656621462025356,NA,NA,NA,NA,NA,NA,NA
HILIC_270.063967058329_93.6234662098312,0.7398366959316065,0.9976445116039421,0.5135529000914923,0.43352869604546895,1,0.49114744427665813,1,Ice,30,NA,19.33783145592636,NA,NA,NA,NA,NA,NA
HILIC_270.063967058329_93.6234662098312,0.7398366959316065,0.9976445116039421,0.5135529000914923,0.43352869604546895,1,0.49114744427665813,1,Ice,60,NA,NA,18.490645826507716,NA,NA,NA,NA,NA
HILIC_270.063967058329_93.6234662098312,0.7398366959316065,0.9976445116039421,0.5135529000914923,0.43352869604546895,1,0.49114744427665813,1,Ice,90,NA,NA,NA,16.90999826994368,NA,NA,NA,NA
HILIC_270.063967058329_93.6234662098312,0.7398366959316065,0.9976445116039421,0.5135529000914923,0.43352869604546895,1,0.49114744427665813,1,RT,15,NA,NA,NA,NA,18.17017436211685,NA,NA,NA
HILIC_270.063967058329_93.6234662098312,0.7398366959316065,0.9976445116039421,0.5135529000914923,0.43352869604546895,1,0.49114744427665813,1,RT,30,NA,NA,NA,NA,NA,17.134191288349424,NA,NA
HILIC_270.063967058329_93.6234662098312,0.7398366959316065,0.9976445116039421,0.5135529000914923,0.43352869604546895,1,0.49114744427665813,1,RT,60,NA,NA,NA,NA,NA,NA,17.645236861730517,NA
HILIC_270.063967058329_93.6234662098312,0.7398366959316065,0.9976445116039421,0.5135529000914923,0.43352869604546895,1,0.49114744427665813,1,RT,90,NA,NA,NA,NA,NA,NA,NA,17.499629411240132
C18_270.1095762452_289.697743463977,0.9640222709419257,0.9999999999999998,-0.019532912489310092,0.08709367148102576,1,0.29799478188739464,1,Ice,15,20.65249969761516,NA,NA,NA,NA,NA,NA,NA
C18_270.1095762452_289.697743463977,0.9640222709419257,0.9999999999999998,-0.019532912489310092,0.08709367148102576,1,0.29799478188739464,1,Ice,30,NA,19.967291772724145,NA,NA,NA,NA,NA,NA
C18_270.1095762452_289.697743463977,0.9640222709419257,0.9999999999999998,-0.019532912489310092,0.08709367148102576,1,0.29799478188739464,1,Ice,60,NA,NA,20.91057745894066,NA,NA,NA,NA,NA
C18_270.1095762452_289.697743463977,0.9640222709419257,0.9999999999999998,-0.019532912489310092,0.08709367148102576,1,0.29799478188739464,1,Ice,90,NA,NA,NA,20.034058688495723,NA,NA,NA,NA
C18_270.1095762452_289.697743463977,0.9640222709419257,0.9999999999999998,-0.019532912489310092,0.08709367148102576,1,0.29799478188739464,1,RT,15,NA,NA,NA,NA,20.63296678512585,NA,NA,NA
C18_270.1095762452_289.697743463977,0.9640222709419257,0.9999999999999998,-0.019532912489310092,0.08709367148102576,1,0.29799478188739464,1,RT,30,NA,NA,NA,NA,NA,20.231757264870897,NA,NA
C18_270.1095762452_289.697743463977,0.9640222709419257,0.9999999999999998,-0.019532912489310092,0.08709367148102576,1,0.29799478188739464,1,RT,60,NA,NA,NA,NA,NA,NA,20.050031772514764,NA
C18_270.1095762452_289.697743463977,0.9640222709419257,0.9999999999999998,-0.019532912489310092,0.08709367148102576,1,0.29799478188739464,1,RT,90,NA,NA,NA,NA,NA,NA,NA,20.147865270469904
C18_270.934885834243_92.1473124045448,0.13919876747111545,0.9728307619644055,-1.2559778483494621,0.5452512606061735,1,0.22323127881808366,1,Ice,15,22.693626020276085,NA,NA,NA,NA,NA,NA,NA
C18_270.934885834243_92.1473124045448,0.13919876747111545,0.9728307619644055,-1.2559778483494621,0.5452512606061735,1,0.22323127881808366,1,Ice,30,NA,21.64681700069876,NA,NA,NA,NA,NA,NA
C18_270.934885834243_92.1473124045448,0.13919876747111545,0.9728307619644055,-1.2559778483494621,0.5452512606061735,1,0.22323127881808366,1,Ice,60,NA,NA,21.92959259002848,NA,NA,NA,NA,NA
C18_270.934885834243_92.1473124045448,0.13919876747111545,0.9728307619644055,-1.2559778483494621,0.5452512606061735,1,0.22323127881808366,1,Ice,90,NA,NA,NA,21.618593683263953,NA,NA,NA,NA
C18_270.934885834243_92.1473124045448,0.13919876747111545,0.9728307619644055,-1.2559778483494621,0.5452512606061735,1,0.22323127881808366,1,RT,15,NA,NA,NA,NA,21.437648171926618,NA,NA,NA
C18_270.934885834243_92.1473124045448,0.13919876747111545,0.9728307619644055,-1.2559778483494621,0.5452512606061735,1,0.22323127881808366,1,RT,30,NA,NA,NA,NA,NA,22.751081014463225,NA,NA
C18_270.934885834243_92.1473124045448,0.13919876747111545,0.9728307619644055,-1.2559778483494621,0.5452512606061735,1,0.22323127881808366,1,RT,60,NA,NA,NA,NA,NA,NA,22.803629694248322,NA
C18_270.934885834243_92.1473124045448,0.13919876747111545,0.9728307619644055,-1.2559778483494621,0.5452512606061735,1,0.22323127881808366,1,RT,90,NA,NA,NA,NA,NA,NA,NA,21.57147195582953
HILIC_271.059207861889_188.270387015264,0.6151327769371535,0.9969365741869346,0.6309208120346478,0.5237798611233491,1,0.2580908212587354,1,Ice,15,21.007541121606945,NA,NA,NA,NA,NA,NA,NA
HILIC_271.059207861889_188.270387015264,0.6151327769371535,0.9969365741869346,0.6309208120346478,0.5237798611233491,1,0.2580908212587354,1,Ice,30,NA,20.690291183369876,NA,NA,NA,NA,NA,NA
HILIC_271.059207861889_188.270387015264,0.6151327769371535,0.9969365741869346,0.6309208120346478,0.5237798611233491,1,0.2580908212587354,1,Ice,60,NA,NA,22.022553773946925,NA,NA,NA,NA,NA
HILIC_271.059207861889_188.270387015264,0.6151327769371535,0.9969365741869346,0.6309208120346478,0.5237798611233491,1,0.2580908212587354,1,Ice,90,NA,NA,NA,22.270559521044962,NA,NA,NA,NA
HILIC_271.059207861889_188.270387015264,0.6151327769371535,0.9969365741869346,0.6309208120346478,0.5237798611233491,1,0.2580908212587354,1,RT,15,NA,NA,NA,NA,21.638461933641594,NA,NA,NA
HILIC_271.059207861889_188.270387015264,0.6151327769371535,0.9969365741869346,0.6309208120346478,0.5237798611233491,1,0.2580908212587354,1,RT,30,NA,NA,NA,NA,NA,22.687284154938475,NA,NA
HILIC_271.059207861889_188.270387015264,0.6151327769371535,0.9969365741869346,0.6309208120346478,0.5237798611233491,1,0.2580908212587354,1,RT,60,NA,NA,NA,NA,NA,NA,20.950604972859296,NA
HILIC_271.059207861889_188.270387015264,0.6151327769371535,0.9969365741869346,0.6309208120346478,0.5237798611233491,1,0.2580908212587354,1,RT,90,NA,NA,NA,NA,NA,NA,NA,21.398257066266737
HILIC_271.068753244428_292.2322087229,0.7300307953533236,0.9976445116039421,0.48274967333012525,0.9934326394946875,1,0.7664939779795841,1,Ice,15,18.783017103488,NA,NA,NA,NA,NA,NA,NA
HILIC_271.068753244428_292.2322087229,0.7300307953533236,0.9976445116039421,0.48274967333012525,0.9934326394946875,1,0.7664939779795841,1,Ice,30,NA,18.57076433923137,NA,NA,NA,NA,NA,NA
HILIC_271.068753244428_292.2322087229,0.7300307953533236,0.9976445116039421,0.48274967333012525,0.9934326394946875,1,0.7664939779795841,1,Ice,60,NA,NA,18.927420675699697,NA,NA,NA,NA,NA
HILIC_271.068753244428_292.2322087229,0.7300307953533236,0.9976445116039421,0.48274967333012525,0.9934326394946875,1,0.7664939779795841,1,Ice,90,NA,NA,NA,18.604118978258857,NA,NA,NA,NA
HILIC_271.068753244428_292.2322087229,0.7300307953533236,0.9976445116039421,0.48274967333012525,0.9934326394946875,1,0.7664939779795841,1,RT,15,NA,NA,NA,NA,19.265766776818126,NA,NA,NA
HILIC_271.068753244428_292.2322087229,0.7300307953533236,0.9976445116039421,0.48274967333012525,0.9934326394946875,1,0.7664939779795841,1,RT,30,NA,NA,NA,NA,NA,20.843832500210514,NA,NA
HILIC_271.068753244428_292.2322087229,0.7300307953533236,0.9976445116039421,0.48274967333012525,0.9934326394946875,1,0.7664939779795841,1,RT,60,NA,NA,NA,NA,NA,NA,19.671909196510413,NA
HILIC_271.068753244428_292.2322087229,0.7300307953533236,0.9976445116039421,0.48274967333012525,0.9934326394946875,1,0.7664939779795841,1,RT,90,NA,NA,NA,NA,NA,NA,NA,19.91600295499637
HILIC_271.07453972302_287.927062574974,0.021728747415802135,0.916441050453306,1.961381245894199,0.20033689382909284,1,0.41480061779282806,1,Ice,15,19.036067127237075,NA,NA,NA,NA,NA,NA,NA
HILIC_271.07453972302_287.927062574974,0.021728747415802135,0.916441050453306,1.961381245894199,0.20033689382909284,1,0.41480061779282806,1,Ice,30,NA,20.75022103674965,NA,NA,NA,NA,NA,NA
HILIC_271.07453972302_287.927062574974,0.021728747415802135,0.916441050453306,1.961381245894199,0.20033689382909284,1,0.41480061779282806,1,Ice,60,NA,NA,20.172671378085102,NA,NA,NA,NA,NA
HILIC_271.07453972302_287.927062574974,0.021728747415802135,0.916441050453306,1.961381245894199,0.20033689382909284,1,0.41480061779282806,1,Ice,90,NA,NA,NA,20.39611775548929,NA,NA,NA,NA
HILIC_271.07453972302_287.927062574974,0.021728747415802135,0.916441050453306,1.961381245894199,0.20033689382909284,1,0.41480061779282806,1,RT,15,NA,NA,NA,NA,20.997448373131274,NA,NA,NA
HILIC_271.07453972302_287.927062574974,0.021728747415802135,0.916441050453306,1.961381245894199,0.20033689382909284,1,0.41480061779282806,1,RT,30,NA,NA,NA,NA,NA,21.17221143842327,NA,NA
HILIC_271.07453972302_287.927062574974,0.021728747415802135,0.916441050453306,1.961381245894199,0.20033689382909284,1,0.41480061779282806,1,RT,60,NA,NA,NA,NA,NA,NA,20.364685844492012,NA
HILIC_271.07453972302_287.927062574974,0.021728747415802135,0.916441050453306,1.961381245894199,0.20033689382909284,1,0.41480061779282806,1,RT,90,NA,NA,NA,NA,NA,NA,NA,20.753780453066497
C18_271.082072278609_25.7705802384052,0.4396188916305329,0.9969365741869346,-0.49979782769350156,0.485670229487271,1,0.7101737543239168,1,Ice,15,24.24803493633178,NA,NA,NA,NA,NA,NA,NA
C18_271.082072278609_25.7705802384052,0.4396188916305329,0.9969365741869346,-0.49979782769350156,0.485670229487271,1,0.7101737543239168,1,Ice,30,NA,24.365672983079026,NA,NA,NA,NA,NA,NA
C18_271.082072278609_25.7705802384052,0.4396188916305329,0.9969365741869346,-0.49979782769350156,0.485670229487271,1,0.7101737543239168,1,Ice,60,NA,NA,23.767825044558958,NA,NA,NA,NA,NA
C18_271.082072278609_25.7705802384052,0.4396188916305329,0.9969365741869346,-0.49979782769350156,0.485670229487271,1,0.7101737543239168,1,Ice,90,NA,NA,NA,23.48485162569261,NA,NA,NA,NA
C18_271.082072278609_25.7705802384052,0.4396188916305329,0.9969365741869346,-0.49979782769350156,0.485670229487271,1,0.7101737543239168,1,RT,15,NA,NA,NA,NA,23.748237108638282,NA,NA,NA
C18_271.082072278609_25.7705802384052,0.4396188916305329,0.9969365741869346,-0.49979782769350156,0.485670229487271,1,0.7101737543239168,1,RT,30,NA,NA,NA,NA,NA,23.954570391016137,NA,NA
C18_271.082072278609_25.7705802384052,0.4396188916305329,0.9969365741869346,-0.49979782769350156,0.485670229487271,1,0.7101737543239168,1,RT,60,NA,NA,NA,NA,NA,NA,23.96054793054419,NA
C18_271.082072278609_25.7705802384052,0.4396188916305329,0.9969365741869346,-0.49979782769350156,0.485670229487271,1,0.7101737543239168,1,RT,90,NA,NA,NA,NA,NA,NA,NA,23.765373572990992
C18_271.103341058358_32.7339923191878,0.007653124282514241,0.8134736222630878,2.737629587076355,0.3115972607438823,1,0.06537784783535253,1,Ice,15,22.809689536967667,NA,NA,NA,NA,NA,NA,NA
C18_271.103341058358_32.7339923191878,0.007653124282514241,0.8134736222630878,2.737629587076355,0.3115972607438823,1,0.06537784783535253,1,Ice,30,NA,24.162051763279695,NA,NA,NA,NA,NA,NA
C18_271.103341058358_32.7339923191878,0.007653124282514241,0.8134736222630878,2.737629587076355,0.3115972607438823,1,0.06537784783535253,1,Ice,60,NA,NA,23.847500952645756,NA,NA,NA,NA,NA
C18_271.103341058358_32.7339923191878,0.007653124282514241,0.8134736222630878,2.737629587076355,0.3115972607438823,1,0.06537784783535253,1,Ice,90,NA,NA,NA,24.622078001245463,NA,NA,NA,NA
C18_271.103341058358_32.7339923191878,0.007653124282514241,0.8134736222630878,2.737629587076355,0.3115972607438823,1,0.06537784783535253,1,RT,15,NA,NA,NA,NA,25.547319124044023,NA,NA,NA
C18_271.103341058358_32.7339923191878,0.007653124282514241,0.8134736222630878,2.737629587076355,0.3115972607438823,1,0.06537784783535253,1,RT,30,NA,NA,NA,NA,NA,24.731943910759163,NA,NA
C18_271.103341058358_32.7339923191878,0.007653124282514241,0.8134736222630878,2.737629587076355,0.3115972607438823,1,0.06537784783535253,1,RT,60,NA,NA,NA,NA,NA,NA,23.29283886168514,NA
C18_271.103341058358_32.7339923191878,0.007653124282514241,0.8134736222630878,2.737629587076355,0.3115972607438823,1,0.06537784783535253,1,RT,90,NA,NA,NA,NA,NA,NA,NA,24.364083722118927
HILIC_271.103821330515_139.094873539128,0.44502060656319664,0.9969365741869346,0.32542081389797933,0.23393504941600557,1,0.7218832412165656,1,Ice,15,23.99365660163102,NA,NA,NA,NA,NA,NA,NA
HILIC_271.103821330515_139.094873539128,0.44502060656319664,0.9969365741869346,0.32542081389797933,0.23393504941600557,1,0.7218832412165656,1,Ice,30,NA,24.838730581189164,NA,NA,NA,NA,NA,NA
HILIC_271.103821330515_139.094873539128,0.44502060656319664,0.9969365741869346,0.32542081389797933,0.23393504941600557,1,0.7218832412165656,1,Ice,60,NA,NA,24.24492189572901,NA,NA,NA,NA,NA
HILIC_271.103821330515_139.094873539128,0.44502060656319664,0.9969365741869346,0.32542081389797933,0.23393504941600557,1,0.7218832412165656,1,Ice,90,NA,NA,NA,24.20612544717652,NA,NA,NA,NA
HILIC_271.103821330515_139.094873539128,0.44502060656319664,0.9969365741869346,0.32542081389797933,0.23393504941600557,1,0.7218832412165656,1,RT,15,NA,NA,NA,NA,24.319077415529,NA,NA,NA
HILIC_271.103821330515_139.094873539128,0.44502060656319664,0.9969365741869346,0.32542081389797933,0.23393504941600557,1,0.7218832412165656,1,RT,30,NA,NA,NA,NA,NA,24.504023489573,NA,NA
HILIC_271.103821330515_139.094873539128,0.44502060656319664,0.9969365741869346,0.32542081389797933,0.23393504941600557,1,0.7218832412165656,1,RT,60,NA,NA,NA,NA,NA,NA,24.460262082624517,NA
HILIC_271.103821330515_139.094873539128,0.44502060656319664,0.9969365741869346,0.32542081389797933,0.23393504941600557,1,0.7218832412165656,1,RT,90,NA,NA,NA,NA,NA,NA,NA,24.321509951630528
C18_271.155107715449_29.6948439351372,0.20772991907415633,0.9919786918293934,-0.48915124455633036,0.8515711496069499,1,0.4527886171121801,1,Ice,15,23.28902402330715,NA,NA,NA,NA,NA,NA,NA
C18_271.155107715449_29.6948439351372,0.20772991907415633,0.9919786918293934,-0.48915124455633036,0.8515711496069499,1,0.4527886171121801,1,Ice,30,NA,23.13054844900928,NA,NA,NA,NA,NA,NA
C18_271.155107715449_29.6948439351372,0.20772991907415633,0.9919786918293934,-0.48915124455633036,0.8515711496069499,1,0.4527886171121801,1,Ice,60,NA,NA,22.970728193205197,NA,NA,NA,NA,NA
C18_271.155107715449_29.6948439351372,0.20772991907415633,0.9919786918293934,-0.48915124455633036,0.8515711496069499,1,0.4527886171121801,1,Ice,90,NA,NA,NA,23.03149168101377,NA,NA,NA,NA
C18_271.155107715449_29.6948439351372,0.20772991907415633,0.9919786918293934,-0.48915124455633036,0.8515711496069499,1,0.4527886171121801,1,RT,15,NA,NA,NA,NA,22.799872778750817,NA,NA,NA
C18_271.155107715449_29.6948439351372,0.20772991907415633,0.9919786918293934,-0.48915124455633036,0.8515711496069499,1,0.4527886171121801,1,RT,30,NA,NA,NA,NA,NA,23.172732406962655,NA,NA
C18_271.155107715449_29.6948439351372,0.20772991907415633,0.9919786918293934,-0.48915124455633036,0.8515711496069499,1,0.4527886171121801,1,RT,60,NA,NA,NA,NA,NA,NA,22.58612071048691,NA
C18_271.155107715449_29.6948439351372,0.20772991907415633,0.9919786918293934,-0.48915124455633036,0.8515711496069499,1,0.4527886171121801,1,RT,90,NA,NA,NA,NA,NA,NA,NA,23.369805926461716
HILIC_271.190228455657_28.733400593046,0.6608605651350883,0.9969365741869346,-0.20871851494972127,0.8942337330858159,1,0.8879446809841354,1,Ice,15,23.603579937146627,NA,NA,NA,NA,NA,NA,NA
HILIC_271.190228455657_28.733400593046,0.6608605651350883,0.9969365741869346,-0.20871851494972127,0.8942337330858159,1,0.8879446809841354,1,Ice,30,NA,23.64448187687015,NA,NA,NA,NA,NA,NA
HILIC_271.190228455657_28.733400593046,0.6608605651350883,0.9969365741869346,-0.20871851494972127,0.8942337330858159,1,0.8879446809841354,1,Ice,60,NA,NA,23.349079911915954,NA,NA,NA,NA,NA
HILIC_271.190228455657_28.733400593046,0.6608605651350883,0.9969365741869346,-0.20871851494972127,0.8942337330858159,1,0.8879446809841354,1,Ice,90,NA,NA,NA,23.383406969480674,NA,NA,NA,NA
HILIC_271.190228455657_28.733400593046,0.6608605651350883,0.9969365741869346,-0.20871851494972127,0.8942337330858159,1,0.8879446809841354,1,RT,15,NA,NA,NA,NA,23.394861422196907,NA,NA,NA
HILIC_271.190228455657_28.733400593046,0.6608605651350883,0.9969365741869346,-0.20871851494972127,0.8942337330858159,1,0.8879446809841354,1,RT,30,NA,NA,NA,NA,NA,23.933018351294237,NA,NA
HILIC_271.190228455657_28.733400593046,0.6608605651350883,0.9969365741869346,-0.20871851494972127,0.8942337330858159,1,0.8879446809841354,1,RT,60,NA,NA,NA,NA,NA,NA,23.117181334495598,NA
HILIC_271.190228455657_28.733400593046,0.6608605651350883,0.9969365741869346,-0.20871851494972127,0.8942337330858159,1,0.8879446809841354,1,RT,90,NA,NA,NA,NA,NA,NA,NA,23.576546775283177
C18_271.227875816674_155.82061679789,0.5387372954708877,0.9969365741869346,-0.12692522317394045,0.6968072596767512,1,0.7612568372046756,1,Ice,15,26.915608933292912,NA,NA,NA,NA,NA,NA,NA
C18_271.227875816674_155.82061679789,0.5387372954708877,0.9969365741869346,-0.12692522317394045,0.6968072596767512,1,0.7612568372046756,1,Ice,30,NA,26.964602802067073,NA,NA,NA,NA,NA,NA
C18_271.227875816674_155.82061679789,0.5387372954708877,0.9969365741869346,-0.12692522317394045,0.6968072596767512,1,0.7612568372046756,1,Ice,60,NA,NA,27.148429508454736,NA,NA,NA,NA,NA
C18_271.227875816674_155.82061679789,0.5387372954708877,0.9969365741869346,-0.12692522317394045,0.6968072596767512,1,0.7612568372046756,1,Ice,90,NA,NA,NA,26.992712132292905,NA,NA,NA,NA
C18_271.227875816674_155.82061679789,0.5387372954708877,0.9969365741869346,-0.12692522317394045,0.6968072596767512,1,0.7612568372046756,1,RT,15,NA,NA,NA,NA,26.78868371011897,NA,NA,NA
C18_271.227875816674_155.82061679789,0.5387372954708877,0.9969365741869346,-0.12692522317394045,0.6968072596767512,1,0.7612568372046756,1,RT,30,NA,NA,NA,NA,NA,27.00894020339579,NA,NA
C18_271.227875816674_155.82061679789,0.5387372954708877,0.9969365741869346,-0.12692522317394045,0.6968072596767512,1,0.7612568372046756,1,RT,60,NA,NA,NA,NA,NA,NA,27.190203967523836,NA
C18_271.227875816674_155.82061679789,0.5387372954708877,0.9969365741869346,-0.12692522317394045,0.6968072596767512,1,0.7612568372046756,1,RT,90,NA,NA,NA,NA,NA,NA,NA,27.168524452406036
HILIC_271.99786462861_75.0232569232066,0.6586159310732034,0.9969365741869346,-0.47232402360743725,0.7522646662738698,1,0.4542027400170108,1,Ice,15,17.202044014009385,NA,NA,NA,NA,NA,NA,NA
HILIC_271.99786462861_75.0232569232066,0.6586159310732034,0.9969365741869346,-0.47232402360743725,0.7522646662738698,1,0.4542027400170108,1,Ice,30,NA,18.276670668244236,NA,NA,NA,NA,NA,NA
HILIC_271.99786462861_75.0232569232066,0.6586159310732034,0.9969365741869346,-0.47232402360743725,0.7522646662738698,1,0.4542027400170108,1,Ice,60,NA,NA,17.760361275046012,NA,NA,NA,NA,NA
HILIC_271.99786462861_75.0232569232066,0.6586159310732034,0.9969365741869346,-0.47232402360743725,0.7522646662738698,1,0.4542027400170108,1,Ice,90,NA,NA,NA,17.37606624135585,NA,NA,NA,NA
HILIC_271.99786462861_75.0232569232066,0.6586159310732034,0.9969365741869346,-0.47232402360743725,0.7522646662738698,1,0.4542027400170108,1,RT,15,NA,NA,NA,NA,16.729719990401946,NA,NA,NA
HILIC_271.99786462861_75.0232569232066,0.6586159310732034,0.9969365741869346,-0.47232402360743725,0.7522646662738698,1,0.4542027400170108,1,RT,30,NA,NA,NA,NA,NA,16.804545991450514,NA,NA
HILIC_271.99786462861_75.0232569232066,0.6586159310732034,0.9969365741869346,-0.47232402360743725,0.7522646662738698,1,0.4542027400170108,1,RT,60,NA,NA,NA,NA,NA,NA,18.228546339641063,NA
HILIC_271.99786462861_75.0232569232066,0.6586159310732034,0.9969365741869346,-0.47232402360743725,0.7522646662738698,1,0.4542027400170108,1,RT,90,NA,NA,NA,NA,NA,NA,NA,18.05499845934328
HILIC_272.055842873072_203.072946895529,0.7388592812729415,0.9976445116039421,0.32553159577795515,0.6838950860715072,1,0.8708255544662145,1,Ice,15,21.12864436446071,NA,NA,NA,NA,NA,NA,NA
HILIC_272.055842873072_203.072946895529,0.7388592812729415,0.9976445116039421,0.32553159577795515,0.6838950860715072,1,0.8708255544662145,1,Ice,30,NA,22.31497213069462,NA,NA,NA,NA,NA,NA
HILIC_272.055842873072_203.072946895529,0.7388592812729415,0.9976445116039421,0.32553159577795515,0.6838950860715072,1,0.8708255544662145,1,Ice,60,NA,NA,21.68340487825962,NA,NA,NA,NA,NA
HILIC_272.055842873072_203.072946895529,0.7388592812729415,0.9976445116039421,0.32553159577795515,0.6838950860715072,1,0.8708255544662145,1,Ice,90,NA,NA,NA,21.649175618004413,NA,NA,NA,NA
HILIC_272.055842873072_203.072946895529,0.7388592812729415,0.9976445116039421,0.32553159577795515,0.6838950860715072,1,0.8708255544662145,1,RT,15,NA,NA,NA,NA,21.454175960238665,NA,NA,NA
HILIC_272.055842873072_203.072946895529,0.7388592812729415,0.9976445116039421,0.32553159577795515,0.6838950860715072,1,0.8708255544662145,1,RT,30,NA,NA,NA,NA,NA,22.086127682224685,NA,NA
HILIC_272.055842873072_203.072946895529,0.7388592812729415,0.9976445116039421,0.32553159577795515,0.6838950860715072,1,0.8708255544662145,1,RT,60,NA,NA,NA,NA,NA,NA,22.806960377190205,NA
HILIC_272.055842873072_203.072946895529,0.7388592812729415,0.9976445116039421,0.32553159577795515,0.6838950860715072,1,0.8708255544662145,1,RT,90,NA,NA,NA,NA,NA,NA,NA,22.122043146677317
C18_272.106839467787_32.7434563824008,0.926162558755329,0.9999999999999998,0.11024745448209397,0.7116270398045195,1,0.8187316348059293,1,Ice,15,20.171135141210602,NA,NA,NA,NA,NA,NA,NA
C18_272.106839467787_32.7434563824008,0.926162558755329,0.9999999999999998,0.11024745448209397,0.7116270398045195,1,0.8187316348059293,1,Ice,30,NA,20.092990308909606,NA,NA,NA,NA,NA,NA
C18_272.106839467787_32.7434563824008,0.926162558755329,0.9999999999999998,0.11024745448209397,0.7116270398045195,1,0.8187316348059293,1,Ice,60,NA,NA,19.716153726031806,NA,NA,NA,NA,NA
C18_272.106839467787_32.7434563824008,0.926162558755329,0.9999999999999998,0.11024745448209397,0.7116270398045195,1,0.8187316348059293,1,Ice,90,NA,NA,NA,18.930301825733387,NA,NA,NA,NA
C18_272.106839467787_32.7434563824008,0.926162558755329,0.9999999999999998,0.11024745448209397,0.7116270398045195,1,0.8187316348059293,1,RT,15,NA,NA,NA,NA,20.281382595692694,NA,NA,NA
C18_272.106839467787_32.7434563824008,0.926162558755329,0.9999999999999998,0.11024745448209397,0.7116270398045195,1,0.8187316348059293,1,RT,30,NA,NA,NA,NA,NA,21.264253423149533,NA,NA
