feature,p.value_tx,FDR_tx,logFC_tx,p.value_time,FDR_time,p.value_interaction,FDR_interaction,tx,time,Mean_Ice_15,Mean_Ice_30,Mean_Ice_60,Mean_Ice_90,Mean_RT_15,Mean_RT_30,Mean_RT_60,Mean_RT_90
C18_150.056093983243_87.6942454928968,0.36311579043753495,0.9969365741869346,-0.357959727450826,0.1429459605423175,1,0.6346096213519108,1,RT,60,NA,NA,NA,NA,NA,NA,20.368989000693027,NA
C18_150.056093983243_87.6942454928968,0.36311579043753495,0.9969365741869346,-0.357959727450826,0.1429459605423175,1,0.6346096213519108,1,RT,90,NA,NA,NA,NA,NA,NA,NA,20.6832456907515
HILIC_150.058342033008_53.2025905302666,0.6108450025792516,0.9969365741869346,0.08362862982222886,0.8155463615714158,1,0.8289981379463885,1,Ice,15,26.578403785374377,NA,NA,NA,NA,NA,NA,NA
HILIC_150.058342033008_53.2025905302666,0.6108450025792516,0.9969365741869346,0.08362862982222886,0.8155463615714158,1,0.8289981379463885,1,Ice,30,NA,26.603198711238907,NA,NA,NA,NA,NA,NA
HILIC_150.058342033008_53.2025905302666,0.6108450025792516,0.9969365741869346,0.08362862982222886,0.8155463615714158,1,0.8289981379463885,1,Ice,60,NA,NA,26.71907963110221,NA,NA,NA,NA,NA
HILIC_150.058342033008_53.2025905302666,0.6108450025792516,0.9969365741869346,0.08362862982222886,0.8155463615714158,1,0.8289981379463885,1,Ice,90,NA,NA,NA,26.67453259920596,NA,NA,NA,NA
HILIC_150.058342033008_53.2025905302666,0.6108450025792516,0.9969365741869346,0.08362862982222886,0.8155463615714158,1,0.8289981379463885,1,RT,15,NA,NA,NA,NA,26.662032415196606,NA,NA,NA
HILIC_150.058342033008_53.2025905302666,0.6108450025792516,0.9969365741869346,0.08362862982222886,0.8155463615714158,1,0.8289981379463885,1,RT,30,NA,NA,NA,NA,NA,26.873491154469725,NA,NA
HILIC_150.058342033008_53.2025905302666,0.6108450025792516,0.9969365741869346,0.08362862982222886,0.8155463615714158,1,0.8289981379463885,1,RT,60,NA,NA,NA,NA,NA,NA,27.048340868121727,NA
HILIC_150.058342033008_53.2025905302666,0.6108450025792516,0.9969365741869346,0.08362862982222886,0.8155463615714158,1,0.8289981379463885,1,RT,90,NA,NA,NA,NA,NA,NA,NA,26.94673711953912
C18_150.059220183064_23.0969403331325,0.9596901148128376,0.9999999999999998,-0.02278260477106355,0.9432040313911101,1,0.6334658663329751,1,Ice,15,24.474765217302366,NA,NA,NA,NA,NA,NA,NA
C18_150.059220183064_23.0969403331325,0.9596901148128376,0.9999999999999998,-0.02278260477106355,0.9432040313911101,1,0.6334658663329751,1,Ice,30,NA,24.294316770746185,NA,NA,NA,NA,NA,NA
C18_150.059220183064_23.0969403331325,0.9596901148128376,0.9999999999999998,-0.02278260477106355,0.9432040313911101,1,0.6334658663329751,1,Ice,60,NA,NA,24.202847385278083,NA,NA,NA,NA,NA
C18_150.059220183064_23.0969403331325,0.9596901148128376,0.9999999999999998,-0.02278260477106355,0.9432040313911101,1,0.6334658663329751,1,Ice,90,NA,NA,NA,24.34204519484643,NA,NA,NA,NA
C18_150.059220183064_23.0969403331325,0.9596901148128376,0.9999999999999998,-0.02278260477106355,0.9432040313911101,1,0.6334658663329751,1,RT,15,NA,NA,NA,NA,24.451982612531303,NA,NA,NA
C18_150.059220183064_23.0969403331325,0.9596901148128376,0.9999999999999998,-0.02278260477106355,0.9432040313911101,1,0.6334658663329751,1,RT,30,NA,NA,NA,NA,NA,24.613440238085815,NA,NA
C18_150.059220183064_23.0969403331325,0.9596901148128376,0.9999999999999998,-0.02278260477106355,0.9432040313911101,1,0.6334658663329751,1,RT,60,NA,NA,NA,NA,NA,NA,23.696771546742973,NA
C18_150.059220183064_23.0969403331325,0.9596901148128376,0.9999999999999998,-0.02278260477106355,0.9432040313911101,1,0.6334658663329751,1,RT,90,NA,NA,NA,NA,NA,NA,NA,24.367834466433937
HILIC_150.077521473633_269.101804586772,0.37213575938933163,0.9969365741869346,0.3007236446302657,0.8238357964772,1,0.12089779071324969,1,Ice,15,21.366245217779387,NA,NA,NA,NA,NA,NA,NA
HILIC_150.077521473633_269.101804586772,0.37213575938933163,0.9969365741869346,0.3007236446302657,0.8238357964772,1,0.12089779071324969,1,Ice,30,NA,21.413896927815525,NA,NA,NA,NA,NA,NA
HILIC_150.077521473633_269.101804586772,0.37213575938933163,0.9969365741869346,0.3007236446302657,0.8238357964772,1,0.12089779071324969,1,Ice,60,NA,NA,21.16728342226423,NA,NA,NA,NA,NA
HILIC_150.077521473633_269.101804586772,0.37213575938933163,0.9969365741869346,0.3007236446302657,0.8238357964772,1,0.12089779071324969,1,Ice,90,NA,NA,NA,21.168588626495932,NA,NA,NA,NA
HILIC_150.077521473633_269.101804586772,0.37213575938933163,0.9969365741869346,0.3007236446302657,0.8238357964772,1,0.12089779071324969,1,RT,15,NA,NA,NA,NA,21.66696886240965,NA,NA,NA
HILIC_150.077521473633_269.101804586772,0.37213575938933163,0.9969365741869346,0.3007236446302657,0.8238357964772,1,0.12089779071324969,1,RT,30,NA,NA,NA,NA,NA,20.727028915409253,NA,NA
HILIC_150.077521473633_269.101804586772,0.37213575938933163,0.9969365741869346,0.3007236446302657,0.8238357964772,1,0.12089779071324969,1,RT,60,NA,NA,NA,NA,NA,NA,21.339293530515018,NA
HILIC_150.077521473633_269.101804586772,0.37213575938933163,0.9969365741869346,0.3007236446302657,0.8238357964772,1,0.12089779071324969,1,RT,90,NA,NA,NA,NA,NA,NA,NA,21.486755160432764
HILIC_150.091389067621_281.850268693226,0.18492510018707994,0.9911398709670876,-0.32913173463190937,0.560309639396728,1,0.9470150365569604,1,Ice,15,21.670129272811785,NA,NA,NA,NA,NA,NA,NA
HILIC_150.091389067621_281.850268693226,0.18492510018707994,0.9911398709670876,-0.32913173463190937,0.560309639396728,1,0.9470150365569604,1,Ice,30,NA,21.352318713056686,NA,NA,NA,NA,NA,NA
HILIC_150.091389067621_281.850268693226,0.18492510018707994,0.9911398709670876,-0.32913173463190937,0.560309639396728,1,0.9470150365569604,1,Ice,60,NA,NA,21.560815993615584,NA,NA,NA,NA,NA
HILIC_150.091389067621_281.850268693226,0.18492510018707994,0.9911398709670876,-0.32913173463190937,0.560309639396728,1,0.9470150365569604,1,Ice,90,NA,NA,NA,21.64436311451057,NA,NA,NA,NA
HILIC_150.091389067621_281.850268693226,0.18492510018707994,0.9911398709670876,-0.32913173463190937,0.560309639396728,1,0.9470150365569604,1,RT,15,NA,NA,NA,NA,21.340997538179877,NA,NA,NA
HILIC_150.091389067621_281.850268693226,0.18492510018707994,0.9911398709670876,-0.32913173463190937,0.560309639396728,1,0.9470150365569604,1,RT,30,NA,NA,NA,NA,NA,21.228964437490244,NA,NA
HILIC_150.091389067621_281.850268693226,0.18492510018707994,0.9911398709670876,-0.32913173463190937,0.560309639396728,1,0.9470150365569604,1,RT,60,NA,NA,NA,NA,NA,NA,21.388788989658515,NA
HILIC_150.091389067621_281.850268693226,0.18492510018707994,0.9911398709670876,-0.32913173463190937,0.560309639396728,1,0.9470150365569604,1,RT,90,NA,NA,NA,NA,NA,NA,NA,21.440620263730146
C18_150.988808417653_115.953172289005,0.6058641687131572,0.9969365741869346,-0.1959107185175891,0.5819537409469668,1,0.6152203923128932,1,Ice,15,22.087251494769475,NA,NA,NA,NA,NA,NA,NA
C18_150.988808417653_115.953172289005,0.6058641687131572,0.9969365741869346,-0.1959107185175891,0.5819537409469668,1,0.6152203923128932,1,Ice,30,NA,21.974251931883867,NA,NA,NA,NA,NA,NA
C18_150.988808417653_115.953172289005,0.6058641687131572,0.9969365741869346,-0.1959107185175891,0.5819537409469668,1,0.6152203923128932,1,Ice,60,NA,NA,22.46161189741666,NA,NA,NA,NA,NA
