feature,contrast,t.score,p.value,FDR,logFC,Rank
HILIC_127.061437155989_284.462527342869,RT_vs_Ice,1.41110058663266,0.16455032473237408,0.9911398709670876,0.7999362188361496,178
HILIC_127.075322240844_27.2882112953571,RT_vs_Ice,0.21236370799951104,0.8327066829498154,0.9999999999999998,0.10320296032720236,179
C18_127.076471186356_23.894035467564,RT_vs_Ice,-0.4619262498809152,0.64618424483570025,0.9969365741869346,-0.14532476582874135,180
HILIC_127.111727424357_21.077503547993,RT_vs_Ice,-2.088196447807378,0.04201399415415144,0.9728307619644055,-0.8628653376063183,181
C18_127.996581504156_60.118069644417,RT_vs_Ice,-0.7808037042225187,0.43868429850571344,0.9969365741869346,-0.11496160862243825,182
C18_128.010209307489_290.759548598758,RT_vs_Ice,-0.3554374926382655,0.7237916287929076,0.9976445116039421,-0.10057990624916777,183
HILIC_128.019279118451_273.779144375523,RT_vs_Ice,-0.48978099705720995,0.6264806154347299,0.9969365741869346,-0.42212779353198415,184
HILIC_128.026133341762_62.3883082829999,RT_vs_Ice,0.22054763871320962,0.8263635790051765,0.9999999999999998,0.16675548936480808,185
C18_128.03533382633_22.1248943197845,RT_vs_Ice,1.5936677550002283,0.11745912931101808,0.9728307619644055,0.4665878094634999,186
HILIC_128.045405309949_32.9587823401837,RT_vs_Ice,-0.06514793790717112,0.9483220140213816,0.9999999999999998,-0.03285704332215556,187
HILIC_128.070584812335_149.590062514543,RT_vs_Ice,0.021607723850946857,0.9828488660352626,0.9999999999999998,0.011136241207834104,188
HILIC_128.070629882005_38.5770245200722,RT_vs_Ice,-0.33425554853285433,0.739617130769427,0.9976445116039421,-0.07015036243058084,189
C18_128.071787175285_94.4476250204852,RT_vs_Ice,0.5225509804081512,0.6036479859787833,0.9969365741869346,0.16016698697530238,190
HILIC_128.106971383543_175.668780686528,RT_vs_Ice,0.8958464833678601,0.3747268142189205,0.9969365741869346,0.20332585950565926,191
HILIC_128.950781771456_22.8473381400241,RT_vs_Ice,0.11179057022730952,0.9114474145153248,0.9999999999999998,0.06034445341167279,192
C18_129.019361823613_24.7524252234093,RT_vs_Ice,-0.041936021540206064,0.9667205876955749,0.9999999999999998,-0.007325261475740844,193
C18_129.030612431531_89.1858255718487,RT_vs_Ice,2.1547001494256044,0.03614148881045045,0.9728307619644055,0.7667396092118591,194
C18_129.030628370604_292.263775396584,RT_vs_Ice,0.06598020246137137,0.9476627988565213,0.9999999999999998,0.016027599347960733,195
HILIC_129.065824524298_77.1464092187605,RT_vs_Ice,0.4322767496321436,0.6674419945495371,0.9969365741869346,0.17273296303977667,196
C18_129.066989779821_43.3042525124538,RT_vs_Ice,0.3409699462601471,0.7345879577835848,0.9976445116039421,0.743867514412074,197
HILIC_129.091031676522_28.9501319021468,RT_vs_Ice,0.9530166875046499,0.3452722569795582,0.9969365741869346,0.6018629340928026,198
C18_129.092141998814_32.6261318391982,RT_vs_Ice,-0.016731999798989178,0.9867185504839084,0.9999999999999998,-0.0045806298251947755,199
HILIC_129.102278071794_238.433493098105,RT_vs_Ice,0.560688136860438,0.5775721407761131,0.9969365741869346,0.3724490154230064,200
C18_130.014580755628_284.013702008995,RT_vs_Ice,-1.1896992429943758,0.23991316008902608,0.9969365741869346,-0.2809490460205108,201
HILIC_130.031677703273_83.9312473103678,RT_vs_Ice,0.9202583982638416,0.36195865922724957,0.9969365741869346,0.5662693103827949,202
HILIC_130.049892683741_81.1576069990614,RT_vs_Ice,0.3175405066696234,0.7521864472548965,0.9976445116039421,0.09386855452103238,203
C18_130.062168791375_27.3745145880316,RT_vs_Ice,-0.1421270504182847,0.8875640415631382,0.9999999999999998,-0.06626499258830278,204
C18_130.066233405593_28.8274592556234,RT_vs_Ice,1.8481963659893725,0.07063040848311906,0.9728307619644055,0.4053227752318013,205
