feature,contrast,F.score,p.value,FDR,Rank
HILIC_111.077575365425_102.107801981628,Time_effect,1.2880027705535269,0.2890068510180064,1,85
HILIC_111.091602981547_40.8099578720852,Time_effect,0.4334545620620803,0.729998901920698,1,86
HILIC_112.039319527911_287.763500681126,Time_effect,1.7411183480523544,0.1708820383625497,1,87
C18_112.040468674517_290.066981881101,Time_effect,1.4608011713081097,0.23676898293455795,1,88
HILIC_112.050556239361_262.762548946029,Time_effect,0.01891218281767569,0.99641606474722,1,89
C18_112.051678209249_25.571099628875,Time_effect,1.0858494699463992,0.363915932947125,1,90
HILIC_112.9558867864_292.220682815157,Time_effect,0.4246009496966647,0.7362179225132233,1,91
C18_112.980916289958_71.870616282665,Time_effect,0.4293007555933946,0.732914003077428,1,92
C18_113.024452920111_27.8125213508639,Time_effect,0.13671838394298907,0.9376307370297254,1,93
HILIC_113.034576754656_288.162984857641,Time_effect,1.0859876802213686,0.36385908262370464,1,94
HILIC_113.059646701316_28.5823538203532,Time_effect,2.117849633187559,0.11001006686914043,1,95
C18_113.060851914231_288.361525210975,Time_effect,0.46639822648430146,0.7070589996242447,1,96
C18_114.0196612282_22.1540643415415,Time_effect,0.3570246369514332,0.7842640694323573,1,97
HILIC_114.054982427288_295.975236365482,Time_effect,2.266815104151602,0.09242732014133824,1,98
C18_114.056047977847_28.7091682034316,Time_effect,0.41721376182076686,0.7414227233712603,1,99
HILIC_114.102615344399_216.252670258221,Time_effect,0.7719724062193879,0.5152891708560756,1,100
C18_115.003689174139_21.3887321151838,Time_effect,0.2607813064082605,0.8532873485518295,1,101
C18_115.04007962544_189.808809179665,Time_effect,0.20398027346919498,0.8931500163055337,1,102
C18_115.051323027058_285.680997920304,Time_effect,0.5552747246395917,0.6470667945854807,1,103
HILIC_115.075327317972_28.9152694634414,Time_effect,2.9689723601446483,0.040861764899211304,1,104
C18_115.076485663254_286.418781519174,Time_effect,0.5060583204156844,0.6799185870095515,1,105
C18_115.998985149711_295.147865912406,Time_effect,1.598331938368493,0.20182300207536105,1,106
C18_116.035328434598_21.6194549942887,Time_effect,3.0660842032140696,0.03653302534282624,1,107
C18_116.04657006625_26.929876743966,Time_effect,0.5181604655367453,0.6717514598435379,1,108
C18_116.050583361228_29.0358036049835,Time_effect,4.497974515628668,0.007267857653319525,1,109
HILIC_116.070583889372_58.924856258073,Time_effect,0.30509801252395646,0.8215617342517133,1,110
C18_117.01936898612_23.4537145220123,Time_effect,0.27697013320987174,0.8417332862233882,1,111
C18_117.055740920098_25.9640984136594,Time_effect,0.9134341058444435,0.4413926847728966,1,112
HILIC_117.069854303853_30.595138851259,Time_effect,1.1654335937957396,0.3324970811828715,1,113
C18_117.071607291128_248.539321760895,Time_effect,1.4796754309746194,0.23164678415196216,1,114
HILIC_117.090984892665_94.9535730701852,Time_effect,1.5378387541814407,0.21652818094892273,1,115
HILIC_117.102229826406_89.8752306803247,Time_effect,0.17190210073800344,0.9148741861592586,1,116
C18_118.05102256941_28.6776792705149,Time_effect,0.05700208843460916,0.981910897558921,1,117
HILIC_118.061185861119_80.396276598971,Time_effect,1.1133048903802698,0.35278081510813175,1,118
HILIC_118.086213874401_65.8643870892644,Time_effect,0.3751788376819106,0.7712745955258002,1,119
HILIC_118.122575063554_40.3834327023856,Time_effect,2.078437598125854,0.115199685458542,1,120
HILIC_118.971635579902_20.044262330998,Time_effect,0.6592195574119291,0.5811085211151182,1,121
HILIC_119.016095932656_60.8187275344314,Time_effect,1.335918789372198,0.27351169519662594,1,122
C18_119.034952970898_26.0995523863469,Time_effect,0.33740812094348627,0.7983409710350869,1,123
C18_119.050240954844_27.2826875981108,Time_effect,0.34835381627800055,0.790482197816868,1,124
C18_120.012460700876_29.027520585875,Time_effect,0.8124732344782662,0.49314849410593353,1,125
HILIC_120.055647017061_288.491819376709,Time_effect,1.3487818207763083,0.26948856788058934,1,126
HILIC_120.06551347401_73.4803573299029,Time_effect,0.5551653259523114,0.6471387248401491,1,127
HILIC_120.101905299356_50.5691763185807,Time_effect,0.13891567650299108,0.9362509415245446,1,128
HILIC_121.028411972563_20.4447987544673,Time_effect,0.4377184589024667,0.7270115408737479,1,129
HILIC_121.028481030383_166.115420728684,Time_effect,0.4360308287751392,0.7281933102562284,1,130
C18_121.029535463785_285.265134420498,Time_effect,2.056427130659037,0.11820393080821859,1,131
C18_121.029505768162_227.664910179183,Time_effect,0.48861738078598127,0.6917850904174561,1,132
HILIC_121.064800086066_284.621615796045,Time_effect,0.6513484161583037,0.5859303261881303,1,133
HILIC_121.101143704154_28.296168905849,Time_effect,2.8424237349062547,0.04729960982538362,1,134
C18_122.024777458925_120.358592978176,Time_effect,0.04290130319188225,0.9880306489449027,1,135
HILIC_122.026990701039_62.6460154625112,Time_effect,0.9113331927673557,0.4424203347875302,1,136
HILIC_122.060031775516_291.895949155826,Time_effect,2.1318956664468343,0.10821774591965465,1,137
HILIC_122.081183403016_20.156097529039,Time_effect,0.9228354425569005,0.4368194142641397,1,138
HILIC_122.096394386556_35.6861352730482,Time_effect,0.20190206045770398,0.8945792013944842,1,139
C18_122.98530565179_35.0064776696614,Time_effect,0.1259447546510127,0.9443022014665943,1,140
C18_123.008832658177_288.246209950871,Time_effect,1.2297335646949885,0.30896984262659316,1,141
C18_123.020056411494_294.053508069851,Time_effect,0.3536417474443818,0.7866891398718222,1,142
HILIC_123.055215009781_38.189073665485,Time_effect,0.26431080911195143,0.8507731679203885,1,143
HILIC_123.080400629297_30.7803993596584,Time_effect,2.763730155359118,0.051815478428431434,1,144
HILIC_123.091686445192_246.561561524899,Time_effect,1.2956524262214368,0.28647842931400364,1,145
C18_124.007376460119_26.0531955778228,Time_effect,0.16054125813302197,0.922365121285216,1,146
HILIC_124.015828742278_95.1866766315924,Time_effect,0.3065930643191588,0.8204875878871103,1,147
HILIC_124.039359651743_145.77506184789,Time_effect,0.4531613008520802,0.7162363961833231,1,148
C18_124.051674741195_82.033093895425,Time_effect,1.9797058823601903,0.1293016191081472,1,149
HILIC_124.075728937417_284.133074647362,Time_effect,1.4028215792464998,0.25319626511254395,1,150
HILIC_124.075716338764_36.9633635031312,Time_effect,0.7469617138219801,0.5293593477741562,1,151
HILIC_124.086983126717_123.059936117414,Time_effect,0.3838553592426264,0.7650841272841931,1,152
HILIC_124.937529483739_83.4725037240447,Time_effect,2.82213891640317,0.04842385853469672,1,153
C18_124.991362735817_23.2453944563841,Time_effect,0.8738454190855381,0.4611073977094927,1,154
HILIC_124.999874041256_181.239416415998,Time_effect,0.8576930070926224,0.4693649419511501,1,155
C18_125.024425296902_288.308567605504,Time_effect,0.8920741710973438,0.4519375977801987,1,156
C18_125.024404626842_28.5725813088933,Time_effect,0.9896556145709632,0.40549385860148224,1,157
C18_125.035650798898_288.860161201506,Time_effect,0.5601909886258185,0.6438395291262529,1,158
HILIC_125.059663676111_33.4156187255832,Time_effect,0.5368773222235979,0.6592330915388847,1,159
C18_125.097176842539_292.453979128728,Time_effect,0.3323038516266155,0.8020082583964783,1,160
C18_126.011633052343_25.8506908115669,Time_effect,0.09911316320991116,0.9601329006741768,1,161
C18_126.019693283153_286.75677505896,Time_effect,2.1219356945464614,0.10948562245478191,1,162
HILIC_126.021937830173_62.3581472122722,Time_effect,0.15918821094181773,0.9232489324748645,1,163
C18_126.030928197782_286.976959021377,Time_effect,0.49868806689261125,0.6849195344695092,1,164
HILIC_126.054941853353_201.866843349318,Time_effect,0.24104897962866684,0.8672795722643432,1,165
HILIC_126.055003588632_296.801279550178,Time_effect,2.6359568398383937,0.060102797862841124,1,166
C18_126.056105789903_90.243594275798,Time_effect,0.14545027612143724,0.9321117938395174,1,167
HILIC_126.066157058016_283.987809112933,Time_effect,0.5368516731630728,0.6592501504277068,1,168
HILIC_126.10257047836_88.9366378297843,Time_effect,1.0566240056702279,0.3761207173610993,1,169
HILIC_126.127760263608_175.385360489544,Time_effect,0.2558590101105804,0.8567884239870696,1,170
C18_126.99567111008_59.9840521296118,Time_effect,0.20629690011249938,0.8915537979673932,1,171
C18_127.014952703468_272.904945445851,Time_effect,0.42622032756040706,0.7350788492893741,1,172
C18_127.02618248264_290.223114612372,Time_effect,1.0731602505432698,0.3691700717722339,1,173
HILIC_127.038962169443_294.727496871105,Time_effect,1.3354905916091482,0.2736466008258258,1,174
HILIC_127.038970227662_125.668398475637,Time_effect,1.703312071662836,0.17858834726709222,1,175
C18_127.040079651833_21.0420170967364,Time_effect,0.014658489042817233,0.997544502540979,1,176
HILIC_127.050225081474_284.342675647612,Time_effect,0.270007989440297,0.8467088825667364,1,177
HILIC_127.061437155989_284.462527342869,Time_effect,1.949504977190269,0.13395025758654,1,178
HILIC_127.075322240844_27.2882112953571,Time_effect,0.7976996014262386,0.5011326935062514,1,179
C18_127.076471186356_23.894035467564,Time_effect,0.05687233181862199,0.9819704220781262,1,180
HILIC_127.111727424357_21.077503547993,Time_effect,1.9925542220476677,0.12737308142523204,1,181
C18_127.996581504156_60.118069644417,Time_effect,0.3803809124386075,0.7675615100605973,1,182
C18_128.010209307489_290.759548598758,Time_effect,0.5526608478946097,0.6487868065994655,1,183
HILIC_128.019279118451_273.779144375523,Time_effect,0.22273030422528595,0.8801455492673027,1,184
HILIC_128.026133341762_62.3883082829999,Time_effect,0.09609399280970726,0.961833088076563,1,185
C18_128.03533382633_22.1248943197845,Time_effect,0.6161448359675435,0.6078489740703448,1,186
HILIC_128.045405309949_32.9587823401837,Time_effect,0.034971026105056265,0.9911245879749409,1,187
HILIC_128.070584812335_149.590062514543,Time_effect,0.4460297590921364,0.7212035418720922,1,188
HILIC_128.070629882005_38.5770245200722,Time_effect,1.3188973100855028,0.2789234522270082,1,189
C18_128.071787175285_94.4476250204852,Time_effect,1.9581922360284592,0.13259626705197702,1,190
HILIC_128.106971383543_175.668780686528,Time_effect,2.08146984637657,0.11479184467753674,1,191
HILIC_128.950781771456_22.8473381400241,Time_effect,0.7447597430197971,0.5306126405933633,1,192
C18_129.019361823613_24.7524252234093,Time_effect,1.6883173622346785,0.18173870583258808,1,193
C18_129.030612431531_89.1858255718487,Time_effect,1.5958558689170201,0.20240530488060912,1,194
C18_129.030628370604_292.263775396584,Time_effect,0.8218156940777848,0.4881540017127134,1,195
HILIC_129.065824524298_77.1464092187605,Time_effect,0.08794193014383346,0.9663295751464678,1,196
C18_129.066989779821_43.3042525124538,Time_effect,0.26049811540164197,0.8534889431156956,1,197
HILIC_129.091031676522_28.9501319021468,Time_effect,0.3264659910894846,0.8062038622204534,1,198
C18_129.092141998814_32.6261318391982,Time_effect,0.7101110199637793,0.550642684767965,1,199
HILIC_129.102278071794_238.433493098105,Time_effect,0.8620950268677907,0.4671021554582393,1,200
C18_130.014580755628_284.013702008995,Time_effect,0.45614362190200974,0.7141638405072956,1,201
HILIC_130.031677703273_83.9312473103678,Time_effect,1.4284420663341222,0.24580625416869567,1,202
HILIC_130.049892683741_81.1576069990614,Time_effect,0.31069772446770993,0.8175379967762404,1,203
C18_130.062168791375_27.3745145880316,Time_effect,0.44140110360545437,0.7244355908628881,1,204
C18_130.066233405593_28.8274592556234,Time_effect,0.21216226006552877,0.8874985250690974,1,205
HILIC_130.086286018044_214.438039274575,Time_effect,1.0598814955004738,0.37474217625362705,1,206
HILIC_130.086295936466_59.9147597020713,Time_effect,0.4119779290065291,0.7451200350801628,1,207
C18_130.087360432386_32.4329434128114,Time_effect,0.23217673785012183,0.8735281721728518,1,208
HILIC_130.097540092853_174.627001375932,Time_effect,1.633719173634042,0.19367776925925553,1,209
HILIC_130.097525215178_103.694712357134,Time_effect,0.898696062280915,0.4486455123323063,1,210
HILIC_130.122747888988_95.3237696592632,Time_effect,1.6447855236286388,0.1911972934446419,1,211
HILIC_130.159027532906_31.3545390993787,Time_effect,0.6480636222674341,0.5879511685518144,1,212
C18_130.957715718859_77.6788264313408,Time_effect,0.5438125812522199,0.6546303710148618,1,213
HILIC_130.966471644869_295.58062683944,Time_effect,2.0733325827864304,0.11588959649376109,1,214
C18_131.009809404651_283.659868742875,Time_effect,0.18699005833280938,0.9047511451506257,1,215
HILIC_131.033902748781_82.2663507094968,Time_effect,2.9243904395798954,0.043021029017935516,1,216
C18_131.034974134102_25.204981027203,Time_effect,0.5486165623385119,0.6514536987496291,1,217
HILIC_131.046922985977_83.3288788914244,Time_effect,0.13415740631304973,0.9392309649621857,1,218
HILIC_131.049162350536_49.1021880116262,Time_effect,2.0193744689591986,0.12343941191414279,1,219
HILIC_131.070223853076_84.9439419164925,Time_effect,1.6120843487282623,0.198618497323164,1,220
HILIC_131.070337501066_285.166422334653,Time_effect,0.3970814902922932,0.7556742202188494,1,221
C18_131.071364416372_26.7639475205243,Time_effect,0.9933629301741308,0.40381556876572366,1,222
C18_131.071377784814_210.15097671336,Time_effect,0.5091813227710653,0.6778056774650336,1,223
C18_131.082615102635_24.2533844867437,Time_effect,0.4213516615794426,0.7385055515851109,1,224
HILIC_131.085560174597_26.6975180467343,Time_effect,1.1463300960018916,0.33980188370595027,1,225
HILIC_131.129174153245_100.119975697126,Time_effect,0.26189028683558546,0.8524977096376003,1,226
C18_132.030232341338_22.9510930875489,Time_effect,0.22287636014936268,0.8800435403872253,1,227
HILIC_132.065587427323_284.902129700213,Time_effect,1.080979684167048,0.3659242151589736,1,228
HILIC_132.076675493316_71.0940890588739,Time_effect,0.09209231092479171,0.964057960819038,1,229
HILIC_132.101904902612_50.9918315623802,Time_effect,0.361590756610443,0.7809928516311155,1,230
C18_133.01422266299_22.3004534324399,Time_effect,0.18552131782504788,0.9057445225893639,1,231
C18_133.032677634079_281.516658573997,Time_effect,0.646532335899111,0.5888949593569013,1,232
C18_133.042671167416_25.1346694245946,Time_effect,0.09486959790071592,0.9625173493911579,1,233
C18_133.0517050208_19.8640582211743,Time_effect,0.7078549849975271,0.5519669786959404,1,234
HILIC_133.060636078017_87.2743584107052,Time_effect,1.251676414619709,0.30130438837255075,1,235
HILIC_133.097180993823_213.272565363675,Time_effect,0.4100878238787115,0.7464563717756653,1,236
HILIC_133.10119711597_280.197725062908,Time_effect,0.32041095890548754,0.8105562910934881,1,237
HILIC_133.982501211655_20.6950339160943,Time_effect,1.3756939126097785,0.2612533511095575,1,238
HILIC_134.044768738079_83.047914481824,Time_effect,0.21787967363482966,0.8835275092031174,1,239
C18_134.04726610354_79.1998545466719,Time_effect,0.3372861250422098,0.7984286066198087,1,240
HILIC_134.060061006558_284.109005222157,Time_effect,0.9539405307095628,0.421981753809878,1,241
HILIC_135.002854791604_75.5845950141822,Time_effect,0.4528555168694748,0.7164490563671115,1,242
HILIC_135.022190053878_75.0455014572316,Time_effect,2.0828800392307216,0.11460266513749735,1,243
HILIC_135.044070826787_280.261828423796,Time_effect,0.9266769113542864,0.43496263066449514,1,244
C18_135.045226753361_25.3595850154891,Time_effect,0.9357991788903837,0.43058091831761036,1,245
HILIC_135.048146880917_82.9540763795732,Time_effect,0.0571683888338681,0.981834527789203,1,246
HILIC_135.080448528628_281.454647528884,Time_effect,0.130673847389212,0.9413935287257007,1,247
C18_135.081541620621_287.271513559037,Time_effect,0.7348898759506977,0.5362591377493799,1,248
HILIC_136.039349858072_39.0119968172215,Time_effect,2.2592373048626184,0.09324936341786454,1,249
C18_136.040413687663_93.5070843431063,Time_effect,1.1453425983276149,0.3401834924150219,1,250
C18_136.051733569294_27.8344901989265,Time_effect,0.30989016231499517,0.8181183604403909,1,251
HILIC_136.06185169062_291.616019847275,Time_effect,0.6174543033636086,0.607023442070274,1,252
HILIC_136.112237400055_222.320937865902,Time_effect,0.7835269938609568,0.5088914902381902,1,253
C18_137.02441240945_267.700883704151,Time_effect,0.81072074095388,0.4940900805176025,1,254
C18_137.024409239471_28.9328572899504,Time_effect,1.2399054752276415,0.3053938994541358,1,255
C18_137.035631721409_33.0797916075618,Time_effect,1.4466871135323172,0.24067065404194568,1,256
HILIC_137.045786951672_46.0158689750741,Time_effect,1.1073853587200373,0.35515485569724253,1,257
HILIC_137.05965927371_286.274957022496,Time_effect,2.153327345464743,0.10553928520862077,1,258
HILIC_137.132545971333_93.8573241818305,Time_effect,1.0221631516922605,0.3909877054566477,1,259
HILIC_137.13250170533_20.0329212698984,Time_effect,0.9541743850670126,0.42187189680375536,1,260
HILIC_137.132520465725_292.724255782227,Time_effect,2.7942266508945273,0.050015493713861346,1,261
C18_137.996325164257_89.1993325031702,Time_effect,1.3212687888113197,0.2781634102468874,1,262
C18_138.01967938671_287.185642772672,Time_effect,1.2923443012465299,0.28756927348478856,1,263
HILIC_138.055046181088_296.479266992225,Time_effect,0.2538062804972013,0.8582465345591002,1,264
C18_138.056069071942_292.142365349327,Time_effect,0.29153215357595075,0.8313011954197749,1,265
HILIC_138.091399812664_36.7166105761821,Time_effect,1.962644898220459,0.1319075753921227,1,266
C18_138.970713522953_282.753721854398,Time_effect,0.37403183636215576,0.7720938840030251,1,267
C18_139.003718909438_289.876337745878,Time_effect,0.3169971334359334,0.8130102475634684,1,268
C18_139.014951212442_285.247198808599,Time_effect,0.17789738818637274,0.9108740398744426,1,269
C18_139.040128079172_291.710840613469,Time_effect,0.1734873945830606,0.9138194642891388,1,270
HILIC_139.050171242006_41.3700239721925,Time_effect,0.9338991852061617,0.43149035275888303,1,271
C18_139.051324407832_291.86168818518,Time_effect,1.1247636694760004,0.3482266369009022,1,272
HILIC_139.111769264676_94.8194746471648,Time_effect,0.27540277428324766,0.8428542023820234,1,273
HILIC_139.11181073937_293.424799619997,Time_effect,0.4808080359251451,0.6971339971555689,1,274
C18_140.001908816162_32.7242413235755,Time_effect,0.7431074489318443,0.531554618635062,1,275
C18_140.011861597031_25.7747914728259,Time_effect,0.10750634615078175,0.955314389461855,1,276
C18_140.035407852872_91.0558736123108,Time_effect,0.22594150644410882,0.8779004893747648,1,277
HILIC_140.037429879845_61.3558985578867,Time_effect,0.30582329156930843,0.8210406591748365,1,278
HILIC_140.107046450035_268.190625823055,Time_effect,0.4995060364664483,0.6843635207466237,1,279
HILIC_140.985826801746_173.750984668221,Time_effect,2.0486587205397147,0.11928287201458776,1,280
C18_140.986138039525_256.559367262019,Time_effect,0.540794870233098,0.6566307182375382,1,281
HILIC_140.994859845918_58.3851481624834,Time_effect,0.04773929029724605,0.986014041782584,1,282
C18_141.019381081718_286.15896153274,Time_effect,0.5473264250671684,0.6523058751973458,1,283
C18_141.03063347063_287.032479862028,Time_effect,0.12089900982487453,0.947369531915951,1,284
C18_141.048023120193_61.0441638569951,Time_effect,0.41832268600374856,0.7406405197721868,1,285
HILIC_141.09104625281_288.321179728726,Time_effect,0.7337260950628548,0.5369280409712331,1,286
HILIC_141.090966537866_28.7197892998119,Time_effect,3.1089782627401576,0.03477303365808693,1,287
HILIC_141.113510963695_240.721355200396,Time_effect,1.1915276562165331,0.3227546794814793,1,288
HILIC_141.12732177816_28.4092560326778,Time_effect,2.0986471263352744,0.11250863579797521,1,289
C18_142.012145072534_36.347336992698,Time_effect,1.2354027694332321,0.3069720066260145,1,290
HILIC_142.026436553896_115.001040389163,Time_effect,0.14759938725349284,0.9307392653653481,1,291
HILIC_142.029697892999_117.254396693679,Time_effect,0.4689718126000513,0.705281274929775,1,292
HILIC_142.049928458224_86.3110304721128,Time_effect,0.3589959803760083,0.7828514738283359,1,293
HILIC_142.049971090917_283.693642138525,Time_effect,0.09055845792691589,0.964901832483521,1,294
HILIC_142.086277698626_94.0578711269233,Time_effect,0.9517134489664416,0.4230292247831017,1,295
HILIC_142.086297856688_294.326075790041,Time_effect,1.0858102771218436,0.36393205569015663,1,296
HILIC_142.122707526241_30.7816440241964,Time_effect,0.8045822848081764,0.49739989502422177,1,297
C18_143.007014860707_73.9727078099995,Time_effect,0.43257985916320313,0.7306123645021372,1,298
C18_143.034968279357_266.509250524494,Time_effect,1.0655647590194384,0.37234804450489967,1,299
